abbr,feature,lag,best_corr,best_orig_corr,p_value
ACT,search_trends_tonsillitis,13,0.8538514785353294,0.8538514785353294,7.731515925803145e-30
ACT,search_trends_aphasia,33,0.8513413011821569,0.8513413011821569,2.094192923658434e-182
ACT,search_trends_kyphosis,49,0.7799665562381849,-0.7799665562381849,3.302130124986288e-133
ACT,search_trends_biliary_colic,33,0.7362640944388158,0.7362640944388158,3.55236657984387e-111
ACT,search_trends_hepatotoxicity,33,0.6871646631000368,0.6871646631000368,3.5529906023353944e-91
ACT,search_trends_tenderness,4,0.6266921595197539,0.6266921595197539,0.01092969243987802
ACT,search_trends_renal_colic,33,0.6216513796307812,0.6216513796307812,1.3431984419316228e-69
ACT,search_trends_conjunctivitis,48,0.6091865855035828,0.6091865855035828,7.852622719665021e-67
ACT,search_trends_impetigo,10,0.594351591876751,0.594351591876751,0.7138343642940791
ACT,search_trends_cough,33,0.5917677343553479,0.5917677343553479,1.0689818326063913e-61
ACT,search_trends_bronchitis,33,0.584786480035297,0.584786480035297,8.426659384869336e-60
ACT,search_trends_croup,33,0.5792546032831198,0.5792546032831198,8.959399817035296e-59
ACT,search_trends_osteophyte,38,0.5754907327255431,0.5754907327255431,3.759288376967022e-58
ACT,search_trends_nasal_congestion,46,0.5681889899062752,0.5681889899062752,2.0197956206739888e-56
ACT,search_trends_hyperlipidemia,31,0.5265589752544,0.5265589752544,2.8223235802902084e-46
ACT,search_trends_focal_seizure,24,0.5093981617908523,0.5093981617908523,2.428467846283294e-36
ACT,search_trends_sinusitis,35,0.4995619489584449,0.4995619489584449,1.7310350313489695e-41
ACT,search_trends_phlegm,33,0.4871026515140571,0.4871026515140571,4.396323946569692e-39
ACT,search_trends_angioedema,28,0.4745771740704795,0.4745771740704795,4.466154373477362e-36
ACT,search_trends_hypomania,1,0.4657411618181038,0.4657411618181038,6.418696177573946e-16
ACT,search_trends_burn,20,0.44552799683913824,0.44552799683913824,0.00031708235062589035
ACT,search_trends_otitis_media,33,0.4432692213383452,0.4432692213383452,4.041833069377209e-32
ACT,search_trends_esophagitis,32,0.4418182366509961,0.4418182366509961,2.2809980623936814e-31
ACT,search_trends_auditory_hallucination,38,0.4344925078139856,0.4344925078139856,7.210715320834332e-31
ACT,search_trends_otitis,36,0.4095483784748607,0.4095483784748607,1.7195255567295313e-27
ACT,search_trends_photophobia,31,0.40731531654501435,0.40731531654501435,3.8636957970955543e-26
ACT,search_trends_wheeze,30,0.4069639724132946,0.4069639724132946,4.86310897136934e-26
ACT,search_trends_intermenstrual_bleeding,39,0.4061055913686922,0.4061055913686922,5.017129973988862e-27
ACT,search_trends_yawn,0,0.39540247185061517,0.39540247185061517,8.535221814335751e-08
ACT,search_trends_melena,43,0.3938620515527633,0.3938620515527633,3.1820543185594675e-25
ACT,search_trends_rheum,0,0.3904794233774528,0.3904794233774528,1.465881055036708e-18
ACT,search_trends_polyneuropathy,25,0.3868395676355773,0.3868395676355773,5.435450017688023e-21
ACT,search_trends_neck_mass,49,0.385572335257256,0.385572335257256,2.5098234019844114e-24
ACT,search_trends_bone_tumor,28,0.38390558942807984,0.38390558942807984,2.9663442871453798e-22
ACT,search_trends_pruritus_ani,49,0.3817387523769429,-0.3817387523769429,7.695749789046559e-24
ACT,search_trends_itch,19,0.3815492959022758,0.3815492959022758,0.17052013146941206
ACT,search_trends_muscle_atrophy,33,0.3777318472349394,0.3777318472349394,5.2065403144256813e-23
ACT,search_trends_onychorrhexis,28,0.37133602876329674,0.37133602876329674,2.4615043186492504e-21
ACT,search_trends_vomiting,31,0.37013399722246326,0.37013399722246326,7.4050453946089285e-22
ACT,search_trends_polydipsia,49,0.3690067800359229,-0.3690067800359229,2.86208688053896e-22
ACT,search_trends_ataxia,49,0.3687799274851481,0.3687799274851481,3.0481487988199747e-22
ACT,search_trends_dysgeusia,32,0.3649673883550732,0.3649673883550732,3.833765127584528e-21
ACT,search_trends_perspiration,6,0.36395321011353166,0.36395321011353166,0.001129161946974704
ACT,search_trends_nocturnal_enuresis,28,0.360628307237342,0.360628307237342,2.0300672974325569e-19
ACT,search_trends_chancre,49,0.35980423786923454,-0.35980423786923454,3.539735608341295e-21
ACT,search_trends_aphonia,49,0.35851597257968304,-0.35851597257968304,5.0011203142897485e-21
ACT,search_trends_atheroma,32,0.3387711443985129,0.3387711443985129,3.173191742605206e-18
ACT,search_trends_visual_acuity,2,0.3332349588850668,0.3332349588850668,0.0008700837279087598
