abbr,feature,lag,best_corr,p_value,type,best_orig_corr
NY,NY,1,1.0,0.0,region,1.0
NY,NJ,49,0.8765506649758146,5.7312137717894615e-201,region,0.8765506649758146
NY,MA,49,0.797977581573631,8.682334296846773e-140,region,0.797977581573631
NY,DE,49,0.783114412980267,2.9411607548786847e-131,region,0.783114412980267
NY,MD,49,0.7812677137158766,3.028398251618238e-130,region,0.7812677137158766
NY,PA,49,0.7753349503880913,4.665345035151552e-127,region,0.7753349503880913
NY,new_vaccine_doses_administered_moderna,49,0.7445771614970711,8.910310182513103e-49,vaccinations,0.7445771614970711
NY,NH,49,0.7087148118621253,6.450074989892677e-97,region,0.7087148118621253
NY,RI,49,0.6947260525112404,1.1938848551493268e-91,region,0.6947260525112404
NY,new_vaccine_doses_administered_pfizer,49,0.6775791505936517,1.679211210324612e-37,vaccinations,0.6775791505936517
NY,current_ventilator_patients,46,0.6509582651658161,4.052914344709501e-72,hospitalizations,0.6509582651658161
NY,VA,48,0.6482075149393742,4.4933978377068405e-76,region,0.6482075149393742
NY,CA,47,0.6464539931028332,1.636474989240313e-75,region,0.6464539931028332
NY,new_persons_fully_vaccinated_moderna,49,0.6456242352387223,4.070600485689041e-33,vaccinations,0.6456242352387223
NY,search_trends_hypoxemia,49,0.6397732798826639,1.3553648577686476e-73,google-search-trends,0.6397732798826639
NY,AZ,49,0.6326985741881231,1.559240674154121e-71,region,0.6326985741881231
NY,VT,48,0.6273231135129299,7.173171849312853e-70,region,0.6273231135129299
NY,search_trends_erythema_chronicum_migrans,2,0.6167292833939324,7.793251621065917e-67,google-search-trends,0.6167292833939324
NY,search_trends_palpitations,49,0.6089665580873641,5.368932166306212e-65,google-search-trends,0.6089665580873641
NY,new_persons_fully_vaccinated_pfizer,49,0.6079733727462676,1.4045487400143095e-28,vaccinations,0.6079733727462676
NY,new_vaccine_doses_administered,49,0.6050054029355669,3.018542693499477e-28,vaccinations,0.6050054029355669
NY,ME,49,0.6028180562624718,2.160555008828037e-63,region,0.6028180562624718
NY,search_trends_skin_rash,2,0.6027787072800351,2.3135064347307706e-63,google-search-trends,0.6027787072800351
NY,OH,49,0.5987420391447044,2.394719311913562e-62,region,0.5987420391447044
NY,WV,48,0.5592409728516408,7.326024810029282e-53,region,0.5592409728516408
NY,new_persons_vaccinated,49,0.556246696001987,2.9878155429471504e-23,vaccinations,0.556246696001987
