abbr,feature,lag,best_corr,p_value,type,best_orig_corr
NH,NH,0,1.0,0.0,region,1.0
NH,MA,49,0.8271136185934835,8.656447218105316e-159,region,0.8271136185934835
NH,VA,49,0.8145329257651841,3.5738368789105515e-150,region,0.8145329257651841
NH,PA,49,0.7817967183830138,1.5564285525032097e-130,region,0.7817967183830138
NH,DE,49,0.7751502319035622,5.841991048025536e-127,region,0.7751502319035622
NH,NC,48,0.7490448156256944,1.0687337258126573e-113,region,0.7490448156256944
NH,IN,49,0.7460185571332145,1.2430650115248423e-112,region,0.7460185571332145
NH,NM,0,0.7456640198322267,9.68104246202228e-94,region,0.7456640198322267
NH,KY,46,0.7430239818849678,3.0370957909138997e-111,region,0.7430239818849678
NH,MD,49,0.7421474834104007,7.099806448317283e-111,region,0.7421474834104007
NH,OK,48,0.7416087089501999,2.7207170677749085e-109,region,0.7416087089501999
NH,RI,49,0.7379627128380437,5.190145572935387e-109,region,0.7379627128380437
NH,OH,49,0.7355395336010249,6.000788657345511e-108,region,0.7355395336010249
NH,UT,49,0.730020060193277,1.433195575390518e-105,region,0.730020060193277
NH,CO,4,0.7155338801170036,2.88288459635401e-90,region,0.7155338801170036
NH,NY,49,0.7087148118621253,6.450074989892677e-97,region,0.7087148118621253
NH,CA,49,0.6893158232488805,1.0806522679802693e-89,region,0.6893158232488805
NH,NJ,49,0.6856941701556449,2.087591189012892e-88,region,0.6856941701556449
NH,OR,34,0.6843013226513162,1.2255444544706798e-80,region,0.6843013226513162
NH,TN,49,0.6810152960462659,8.983042911681505e-87,region,0.6810152960462659
NH,MI,0,0.6711700046600567,3.242849869417449e-60,region,0.6711700046600567
NH,SC,49,0.6620609340582571,1.864711070071834e-80,region,0.6620609340582571
NH,WV,49,0.6585465893039926,2.463215661559245e-79,region,0.6585465893039926
NH,IL,49,0.6529565529878303,1.392016568857902e-77,region,0.6529565529878303
NH,VT,44,0.6493580999839197,1.0295581487092082e-74,region,0.6493580999839197
NH,WA,42,0.6463547010135748,4.950869467670058e-72,region,0.6463547010135748
NH,NV,49,0.6441782064345171,6.6266189374897305e-75,region,0.6441782064345171
NH,AZ,49,0.6426060470445816,1.956997247590441e-74,region,0.6426060470445816
NH,WY,34,0.6338208281588489,4.594268688082177e-64,region,0.6338208281588489
NH,ME,49,0.6332322061988758,1.0948044453816748e-71,region,0.6332322061988758
NH,GA,49,0.622655835668804,1.066337944957449e-68,region,0.622655835668804
NH,ID,49,0.6032301655480368,1.6908346900187479e-63,region,0.6032301655480368
NH,MT,49,0.5963626376773068,9.598361978797146e-62,region,0.5963626376773068
NH,MN,7,0.5856129668465523,1.651080660047616e-54,region,0.5856129668465523
NH,NE,34,0.5721277752044256,2.7542127155578936e-55,region,0.5721277752044256
NH,cumulative_vaccine_doses_administered_janssen,23,0.5600021927871721,2.3886704681266245e-14,vaccinations,0.5600021927871721
NH,CT,49,0.5565204318155184,2.357071295255493e-52,region,0.5565204318155184
NH,TX,49,0.5553107917507267,4.344077702731061e-52,region,0.5553107917507267
NH,WI,4,0.555120560960207,1.3276099921263165e-45,region,0.555120560960207
NH,cumulative_persons_vaccinated,30,0.5435067004246291,5.985310493034583e-19,vaccinations,0.5435067004246291
NH,AK,44,0.5208234948898213,4.924455197457243e-44,region,0.5208234948898213
NH,MS,49,0.5151787297700241,7.275770139220203e-44,region,0.5151787297700241
NH,current_intensive_care_patients,2,0.5101320591143789,5.748323856324768e-36,hospitalizations,0.5101320591143789
NH,cumulative_persons_fully_vaccinated_janssen,30,0.5002195602116031,2.913233483332258e-15,vaccinations,0.5002195602116031
NH,current_hospitalized_patients,2,0.4974557478969,3.6381974914643885e-34,hospitalizations,0.4974557478969
NH,cumulative_vaccine_doses_administered_pfizer,23,0.4934766920019859,8.094890327608274e-12,vaccinations,0.4934766920019859
NH,cumulative_vaccine_doses_administered,23,0.4814201909377051,2.217234573656135e-11,vaccinations,0.4814201909377051
NH,cumulative_vaccine_doses_administered_moderna,30,0.478037792154018,4.859195522208888e-14,vaccinations,0.478037792154018
NH,AL,49,0.4733719317347964,2.179946654229371e-36,region,0.4733719317347964
NH,AR,49,0.4665070241865199,2.9538788944504567e-35,region,0.4665070241865199
NH,cumulative_intensive_care_patients,44,0.45634458524958,3.1367215899049224e-31,hospitalizations,0.45634458524958
NH,search_trends_skin_rash,49,0.4420793771070099,1.9767517296463034e-31,google-search-trends,-0.4420793771070099
NH,FL,49,0.4277386612092607,2.5197887152351587e-29,region,0.4277386612092607
NH,cumulative_hospitalized_patients,2,0.4267360062225412,7.8331189881181035e-22,hospitalizations,0.4267360062225412
NH,SD,49,0.4248949929047922,6.412188672826225e-29,region,0.4248949929047922
NH,KS,49,0.4179787292557258,5.992400761921944e-28,region,0.4179787292557258
NH,mobility_parks,49,0.4102384172222571,6.399065474236855e-26,mobility,-0.4102384172222571
NH,LA,49,0.3974831969496487,3.344892383137893e-25,region,0.3974831969496487
NH,cumulative_persons_fully_vaccinated_moderna,30,0.3884389636259024,2.4357646701599546e-08,vaccinations,0.3884389636259024
NH,search_trends_itch,49,0.3880903964671982,5.255342852705877e-24,google-search-trends,-0.3880903964671982
NH,search_trends_bells_palsy,49,0.3876857552129438,5.9057273437277596e-24,google-search-trends,0.3876857552129438
NH,search_trends_dandruff,49,0.3855512236054771,1.0899620138402182e-23,google-search-trends,0.3855512236054771
NH,cumulative_persons_fully_vaccinated,23,0.3828664545471889,1.7914836084380498e-06,vaccinations,0.3828664545471889
NH,cumulative_persons_fully_vaccinated_pfizer,1,0.3805624986078805,1.4207811589868349e-05,vaccinations,0.3805624986078805
NH,search_trends_facial_nerve_paralysis,49,0.3768089452134122,1.2798982847279571e-22,google-search-trends,0.3768089452134122
NH,search_trends_erythema_chronicum_migrans,49,0.3736518828542682,3.0590787230948226e-22,google-search-trends,-0.3736518828542682
NH,search_trends_hypersomnia,49,0.3576704933675991,2.1790046376188286e-20,google-search-trends,-0.3576704933675991
NH,search_trends_insomnia,45,0.3557471817012861,3.7637037072776136e-20,google-search-trends,0.3557471817012861
NH,search_trends_palpitations,49,0.3543802530019513,5.0918203269262494e-20,google-search-trends,0.3543802530019513
