abbr,feature,lag,best_corr,p_value,type,best_orig_corr
NM,NM,0,1.0,0.0,region,1.0
NM,IN,49,0.9249510109321936,3.495757294154787e-265,region,0.9249510109321936
NM,IL,48,0.9010420231859608,3.723943179106826e-229,region,0.9010420231859608
NM,UT,11,0.8793407846467332,6.545691302330465e-196,region,0.8793407846467332
NM,CO,49,0.8718876172737122,2.899923177790097e-196,region,0.8718876172737122
NM,NE,49,0.848826982405235,1.9425647560764742e-175,region,0.848826982405235
NM,ID,47,0.8189872594847716,6.495959184563261e-151,region,0.8189872594847716
NM,WI,49,0.8056059465751457,1.895599315895212e-144,region,0.8056059465751457
NM,RI,47,0.7999537277903466,8.644985111971979e-141,region,0.7999537277903466
NM,NV,49,0.7930041451017038,7.425706105694031e-137,region,0.7930041451017038
NM,OK,49,0.7921162854987842,2.430545618750719e-136,region,0.7921162854987842
NM,WY,21,0.7869347808807281,1.469173322049888e-132,region,0.7869347808807281
NM,MT,47,0.7812603300937931,1.6605707165431355e-127,region,0.7812603300937931
NM,MN,42,0.7620341492408483,2.133973564890086e-118,region,0.7620341492408483
NM,OH,49,0.7566696140033311,1.2345602466153468e-117,region,0.7566696140033311
NM,KY,49,0.7532113287704356,5.545701693717539e-116,region,0.7532113287704356
NM,NH,0,0.7456640198322267,9.68104246202228e-94,region,0.7456640198322267
NM,PA,49,0.7271021665700141,2.4538058328404068e-104,region,0.7271021665700141
NM,MD,49,0.7197357551548735,2.7156424816640486e-101,region,0.7197357551548735
NM,cumulative_vaccine_doses_administered_janssen,49,0.7134145570409751,3.957811457370253e-43,vaccinations,0.7134145570409751
NM,cumulative_persons_fully_vaccinated_janssen,49,0.7131834157341566,4.330266926169378e-43,vaccinations,0.7131834157341566
NM,cumulative_persons_fully_vaccinated,49,0.7126466929359452,5.3341361132579656e-43,vaccinations,0.7126466929359452
NM,cumulative_vaccine_doses_administered,49,0.7120648828927225,6.68321578678885e-43,vaccinations,0.7120648828927225
NM,cumulative_persons_fully_vaccinated_pfizer,49,0.7119019741733519,7.1180360258439124e-43,vaccinations,0.7119019741733519
NM,cumulative_vaccine_doses_administered_pfizer,49,0.7098780984920079,1.551904910742282e-42,vaccinations,0.7098780984920079
NM,cumulative_persons_fully_vaccinated_moderna,49,0.7083372507515977,2.796628347817511e-42,vaccinations,0.7083372507515977
NM,cumulative_persons_vaccinated,49,0.7020825972905808,2.937362312055265e-41,vaccinations,0.7020825972905808
NM,cumulative_vaccine_doses_administered_moderna,49,0.6987523946090581,1.0021791365832443e-40,vaccinations,0.6987523946090581
NM,OR,17,0.6946293409270147,2.2183670803388136e-89,region,0.6946293409270147
NM,SD,48,0.6945331713519887,1.7394286127335606e-91,region,0.6945331713519887
NM,WA,17,0.6937494238130272,5.809442605222157e-91,region,0.6937494238130272
NM,TN,49,0.6921802519547834,1.007168590552538e-90,region,0.6921802519547834
NM,MA,3,0.6865382909463027,5.256818856118973e-85,region,0.6865382909463027
NM,NC,49,0.6776595950384635,1.277840463855093e-85,region,0.6776595950384635
NM,VA,49,0.6762514487196258,3.852701817942492e-85,region,0.6762514487196258
NM,DE,49,0.6617626890888216,2.324479653251144e-80,region,0.6617626890888216
NM,GA,48,0.6568093463016033,1.0938385834952592e-78,region,0.6568093463016033
NM,WV,49,0.6405580704463034,7.945121387039462e-74,region,0.6405580704463034
