feature,abbr,lag,best_orig_corr,p_value
search_trends_tonsillitis,QLD,18,0.9105241653561642,0.0001681652014701
search_trends_tonsillitis,VIC,16,0.9011151817653296,1.519404189147402e-12
search_trends_tonsillitis,SA,24,0.8745033540984678,1.35614913009166e-06
search_trends_tonsillitis,ACT,13,0.8538514785353294,7.731515925803145e-30
search_trends_aphasia,ACT,33,0.8513413011821569,2.094192923658434e-182
search_trends_tonsillitis,NSW,12,0.8340818091035409,0.00812850369054
search_trends_allergic_conjunctivitis,NT,46,0.8059551879166732,9.875916633189243e-149
search_trends_water_retention,NT,49,0.7731341732451257,1.8241563058374627e-129
search_trends_pericarditis,NSW,49,0.7666329366634084,5.036460712068605e-126
search_trends_biliary_colic,ACT,33,0.7362640944388158,3.55236657984387e-111
search_trends_hepatotoxicity,ACT,33,0.6871646631000368,3.5529906023353944e-91
search_trends_mood_swing,NT,41,0.6690491026902496,4.819847182224826e-85
search_trends_allergic_conjunctivitis,TAS,0,0.667680793784486,2.2933686662348343e-78
search_trends_colitis,NT,41,0.6645475040031426,1.7012795642660446e-83
search_trends_sexual_dysfunction,NT,46,0.6607255111910513,2.818903539971208e-82
search_trends_photopsia,TAS,49,0.6582942442530634,1.7583510287213163e-81
search_trends_tenderness,ACT,4,0.6266921595197539,0.010929692439878
search_trends_visual_acuity,TAS,24,0.6250802605442307,7.194754847998796e-70
search_trends_renal_colic,ACT,33,0.6216513796307812,1.3431984419316228e-69
search_trends_cluster_headache,TAS,31,0.619037282890695,2.582242801596407e-69
search_trends_pleurisy,TAS,26,0.6156529463035814,6.3261504126161435e-68
search_trends_conjunctivitis,ACT,48,0.6091865855035828,7.852622719665021e-67
search_trends_polycythemia,TAS,49,0.6087332729582742,9.460380371725384e-67
search_trends_tonsillitis,NT,11,0.6037760232621944,0.0012512434712796
search_trends_bowel_obstruction,NT,2,0.60355996204634,0.0388249048920969
search_trends_cough,ACT,33,0.5917677343553479,1.0689818326063913e-61
search_trends_erythema_chronicum_migrans,TAS,26,0.5868470258833037,3.362494727048114e-60
search_trends_bronchitis,ACT,33,0.584786480035297,8.426659384869338e-60
search_trends_croup,ACT,33,0.5792546032831198,8.959399817035296e-59
search_trends_fever,QLD,42,0.5788428850587699,5.885289654463844e-59
search_trends_osteophyte,ACT,38,0.5754907327255431,3.759288376967022e-58
search_trends_chest_pain,NSW,46,0.5725226831592257,2.2165485734141336e-57
search_trends_nasal_congestion,ACT,46,0.5681889899062752,2.019795620673989e-56
search_trends_ageusia,TAS,25,0.5619825508634037,9.493841833429476e-54
search_trends_ageusia,NSW,0,0.5596297390721928,0.0011611387350561
search_trends_common_cold,SA,47,0.5592707935620687,2.0862071822194327e-54
search_trends_hypoxemia,NSW,1,0.5477697731612697,0.0240335310774539
search_trends_pericarditis,VIC,44,0.5443199688715299,7.045523829106447e-51
search_trends_intracranial_pressure,NT,46,0.5421587151484514,1.3935094539670858e-50
search_trends_encephalopathy,TAS,49,0.5418030128588844,1.465562499015755e-50
search_trends_ageusia,VIC,12,0.5276802352330323,3.7265610423031794e-14
search_trends_hyperlipidemia,ACT,31,0.5265589752544,2.8223235802902084e-46
search_trends_throat_irritation,VIC,13,0.5265017253975358,0.0118365010253904
search_trends_encephalitis,NT,46,0.5129782434559486,1.372758103605806e-44
search_trends_focal_seizure,ACT,24,0.5093981617908523,2.428467846283294e-36
search_trends_ptosis,TAS,0,0.5087205038344527,8.964477660612143e-09
search_trends_periodontal_disease,NT,18,0.5079592653312925,4.1478365093504524e-37
search_trends_sinusitis,ACT,35,0.4995619489584449,1.7310350313489695e-41
search_trends_tenderness,TAS,33,0.4983649979941098,1.0046069153385224e-41
search_trends_hematuria,NT,49,0.4889948374954214,3.894584260378577e-40
