abbr,feature,lag,best_corr,p_value,type,best_orig_corr
QLD,QLD,0,1.0,0.0,region,1.0
QLD,SA,49,0.8048625451682968,2.103339938841654e-137,region,0.8048625451682968
QLD,WA,19,0.6986139474137311,1.2361868311521266e-88,region,0.6986139474137311
QLD,search_trends_fever,43,0.6976371512397833,1.1420226569707591e-92,google-search-trends,0.6976371512397833
QLD,search_trends_common_cold,28,0.6284691419454601,3.608891543371936e-70,google-search-trends,0.6284691419454601
QLD,search_trends_infection,49,0.6102160604287682,2.508831689333435e-65,google-search-trends,0.6102160604287682
QLD,search_trends_low_grade_fever,48,0.5658653506228096,2.079863060571601e-54,google-search-trends,0.5658653506228096
QLD,search_trends_upper_respiratory_tract_infection,44,0.482186753508392,7.739040032009291e-38,google-search-trends,0.482186753508392
QLD,search_trends_sore_throat,49,0.4732579875099056,2.2774261626320823e-36,google-search-trends,0.4732579875099056
QLD,TAS,7,0.4581193431845046,3.0053298732896023e-32,region,0.4581193431845046
QLD,search_trends_asthma,4,0.4347603727646062,3.457936977495995e-30,google-search-trends,0.4347603727646062
QLD,search_trends_bronchitis,28,0.4287714099682383,3.0226820234423516e-29,google-search-trends,0.4287714099682383
QLD,search_trends_phlegm,42,0.4222135110875255,2.075630134273164e-28,google-search-trends,0.4222135110875255
QLD,search_trends_anosmia,49,0.4183341684585683,5.348942352929853e-28,google-search-trends,0.4183341684585683
QLD,search_trends_pneumonia,42,0.4136496992059644,3.0165653757123126e-27,google-search-trends,0.4136496992059644
QLD,search_trends_hyperthermia,47,0.3984364167892849,2.6881666741763603e-25,google-search-trends,0.3984364167892849
QLD,search_trends_cough,25,0.3983816424018904,3.772568650534597e-25,google-search-trends,0.3983816424018904
QLD,search_trends_chills,49,0.3800303040610756,5.208948384905986e-23,google-search-trends,0.3800303040610756
QLD,search_trends_acute_bronchitis,4,0.3761696956852935,3.7796611351775154e-22,google-search-trends,0.3761696956852935
QLD,search_trends_viral_pneumonia,42,0.3413235199788847,1.871424557426345e-18,google-search-trends,0.3413235199788847
QLD,search_trends_scar,49,0.3184897617245958,2.853266708912595e-16,google-search-trends,-0.3184897617245958
QLD,search_trends_shortness_of_breath,49,0.3111584829732118,1.4510728393145146e-15,google-search-trends,0.3111584829732118
QLD,cumulative_persons_vaccinated,10,0.3084208109630747,2.2069719738427843e-06,vaccinations,0.3084208109630747
QLD,search_trends_compulsive_hoarding,37,0.3074471863720135,4.612723976242902e-15,google-search-trends,0.3074471863720135
QLD,search_trends_bloating,44,0.2882096744184564,2.043062459309073e-13,google-search-trends,0.2882096744184564
QLD,search_trends_erectile_dysfunction,49,0.2741550035100357,2.7293509362942425e-12,google-search-trends,-0.2741550035100357
QLD,cumulative_vaccine_doses_administered,10,0.2671908406736836,7.400785260011398e-05,vaccinations,0.2671908406736836
QLD,new_persons_fully_vaccinated,1,0.2601417346068232,0.0003403861458067,vaccinations,0.2601417346068232
QLD,search_trends_melasma,47,0.2583594307452611,5.4044151931512916e-11,google-search-trends,0.2583594307452611
QLD,search_trends_tonsillitis,40,0.2552407487309269,8.621185626817245e-11,google-search-trends,0.2552407487309269
QLD,search_trends_weight_gain,49,0.2550622361095302,8.773857583152154e-11,google-search-trends,-0.2550622361095302
QLD,search_trends_sputum,35,0.252123786651232,1.9090282125237524e-10,google-search-trends,0.252123786651232
QLD,cumulative_persons_fully_vaccinated,10,0.2473139339659644,0.0002860805989083,vaccinations,0.2473139339659644
QLD,search_trends_croup,4,0.2368535192155252,5.924183411495642e-09,google-search-trends,0.2368535192155252
QLD,search_trends_hemorrhoids,49,0.232080995377518,3.983399398884091e-09,google-search-trends,-0.232080995377518
QLD,search_trends_biliary_colic,4,0.2252945538037442,1.3554864671835557e-08,google-search-trends,0.2252945538037442
QLD,search_trends_low_back_pain,45,0.2252692791542866,1.1966614874478644e-08,google-search-trends,0.2252692791542866
QLD,search_trends_bunion,47,0.2229355417367858,1.6787126462344253e-08,google-search-trends,0.2229355417367858
QLD,search_trends_throat_irritation,11,0.22175614548283,2.7690798760016526e-08,google-search-trends,0.22175614548283
QLD,search_trends_gingival_recession,29,0.2215215777654967,2.30503437245328e-08,google-search-trends,0.2215215777654967
QLD,search_trends_autoimmune_disease,41,0.2187833468983826,3.3347743709272484e-08,google-search-trends,0.2187833468983826
QLD,search_trends_heartburn,47,0.2118129499933785,8.947044291927953e-08,google-search-trends,0.2118129499933785
QLD,search_trends_hypercholesterolemia,30,0.209271983237483,1.86503023015867e-07,google-search-trends,0.209271983237483
QLD,search_trends_fatty_liver_disease,47,0.2046855971616909,2.521056251929249e-07,google-search-trends,0.2046855971616909
QLD,search_trends_knee_pain,31,0.2037882880852646,3.422747564884953e-07,google-search-trends,0.2037882880852646
QLD,search_trends_rosacea,49,0.2031076098693435,2.8467353831689254e-07,google-search-trends,-0.2031076098693435
QLD,search_trends_skin_tag,48,0.2025265180034725,3.3180855902039737e-07,google-search-trends,0.2025265180034725
QLD,search_trends_bruise,48,0.2021520236622908,3.399490464557836e-07,google-search-trends,0.2021520236622908
QLD,search_trends_mood_swing,49,0.201875946776689,3.369126248113643e-07,google-search-trends,-0.201875946776689
QLD,search_trends_water_retention,49,0.2014323451307481,3.578982294315861e-07,google-search-trends,-0.2014323451307481
QLD,search_trends_neck_pain,49,0.2005526870332352,4.032960756191913e-07,google-search-trends,-0.2005526870332352
QLD,search_trends_telangiectasia,49,0.198851463213208,5.073100409590623e-07,google-search-trends,-0.198851463213208
QLD,search_trends_cataract,39,0.1977968332344506,6.355756650376575e-07,google-search-trends,0.1977968332344506
QLD,search_trends_osteopenia,46,0.1969065048676653,6.587831246747926e-07,google-search-trends,0.1969065048676653
QLD,search_trends_sciatica,46,0.1962395478840305,7.853110520284542e-07,google-search-trends,0.1962395478840305
QLD,search_trends_cramp,22,0.193133932154795,1.4060659966426817e-06,google-search-trends,0.193133932154795
QLD,search_trends_shallow_breathing,4,0.1921187929467942,2.4238924405200536e-06,google-search-trends,0.1921187929467942
QLD,search_trends_burn,49,0.1919666850769001,1.2582955072548114e-06,google-search-trends,-0.1919666850769001
QLD,new_vaccine_doses_administered,8,0.1811227367300916,0.0247422726404597,vaccinations,0.1811227367300916
QLD,NT,49,0.1603119499393583,8.118611017600956e-05,region,0.1603119499393583
QLD,current_hospitalized_patients,49,0.1541553575005341,0.0002473160997815,hospitalizations,-0.1541553575005341
QLD,new_persons_vaccinated,8,0.1142923080544419,0.0971614515210166,vaccinations,0.1142923080544419
QLD,ACT,49,0.0799373696061316,0.0505277636474525,region,0.0799373696061316
