abbr,feature,lag,best_corr,p_value,type,best_orig_corr
ACT,ACT,1,1.0,0.0,region,1.0
ACT,NSW,49,0.7902275269206231,4.473191831869184e-129,region,0.7902275269206231
ACT,VIC,42,0.7899871817332965,4.506141944179967e-105,region,0.7899871817332965
ACT,search_trends_rheum,39,0.780068662418622,9.300954268395694e-120,google-search-trends,0.780068662418622
ACT,search_trends_neck_mass,39,0.76325022017531,1.409940142908877e-106,google-search-trends,0.76325022017531
ACT,search_trends_tenderness,10,0.6163452672011736,3.645115473794121e-62,google-search-trends,0.6163452672011736
ACT,search_trends_chest_pain,18,0.614658422878831,2.7445630765027573e-64,google-search-trends,0.614658422878831
ACT,search_trends_dysautonomia,0,0.5674398801434425,4.009211760123155e-42,google-search-trends,0.5674398801434425
ACT,search_trends_crackles,0,0.4945330074409967,1.0853538207379069e-29,google-search-trends,0.4945330074409967
ACT,search_trends_round_ligament_pain,18,0.4347259120596026,6.296444262089845e-21,google-search-trends,0.4347259120596026
ACT,search_trends_low_grade_fever,0,0.4323677084240646,1.337008227933647e-21,google-search-trends,0.4323677084240646
ACT,search_trends_focal_seizure,20,0.4060585209416322,2.6167625297020088e-21,google-search-trends,0.4060585209416322
ACT,search_trends_gastroparesis,0,0.3781606864692619,2.4229578987227223e-14,google-search-trends,0.3781606864692619
ACT,search_trends_dandruff,49,0.3745226658341652,2.4078587879480795e-22,google-search-trends,0.3745226658341652
ACT,search_trends_myocardial_infarction,18,0.3734572968398539,5.296584708509732e-19,google-search-trends,0.3734572968398539
ACT,search_trends_proteinuria,0,0.3711152909255769,4.822556013572835e-16,google-search-trends,0.3711152909255769
ACT,search_trends_milium,0,0.3685701393872569,7.189540746418169e-16,google-search-trends,0.3685701393872569
ACT,search_trends_mitral_insufficiency,5,0.3564484155999992,1.747368651226379e-13,google-search-trends,0.3564484155999992
ACT,search_trends_hypersomnia,0,0.3563406518835527,1.3421012016334714e-14,google-search-trends,0.3563406518835527
ACT,search_trends_neuralgia,0,0.346696038461788,8.873222609342253e-14,google-search-trends,0.346696038461788
ACT,search_trends_hypochondriasis,0,0.3430763727874957,1.748907419287991e-12,google-search-trends,0.3430763727874957
ACT,search_trends_paranoia,42,0.3414680251700209,8.618295515415495e-16,google-search-trends,0.3414680251700209
ACT,search_trends_cluster_headache,0,0.3408572628934244,2.6316521621543668e-17,google-search-trends,0.3408572628934244
ACT,search_trends_dysuria,0,0.3394392113327628,1.8185639002389787e-09,google-search-trends,0.3394392113327628
