feature,abbr,lag,best_orig_corr,p_value
search_trends_ageusia,CA,49,0.8532211097923148,3.972758921907066e-179
search_trends_ageusia,KS,49,0.8397248324182346,3.7139428629416514e-168
search_trends_ageusia,AZ,49,0.8315204785712559,5.657621124483216e-162
search_trends_ageusia,MN,48,0.8294117365956231,3.397996740251789e-160
search_trends_hypoxemia,AL,49,0.8101125829559024,2.6651890536410257e-147
search_trends_dysgeusia,CA,49,0.7699881072737347,2.8779429370738233e-124
search_trends_ageusia,AL,41,0.768007415976828,3.7968871549090815e-123
search_trends_ageusia,IN,49,0.7561443593291418,2.209394179792572e-117
search_trends_ageusia,MD,48,0.7385098648261079,2.983948654557423e-109
search_trends_hypoxemia,AZ,49,0.7360659025075205,3.534225593071438e-108
search_trends_anosmia,AZ,49,0.7282211697937148,8.292467781970009e-105
search_trends_hypoxemia,CA,49,0.7279598374279018,1.068878566041744e-104
search_trends_ageusia,IL,48,0.7205844675015938,1.2512883874666667e-101
search_trends_ageusia,KY,49,0.7189426728642008,5.698553333473177e-101
search_trends_anosmia,KS,49,0.717661280789758,1.8771743766385312e-100
search_trends_hypoxemia,AR,49,0.7162124726941141,7.168485831037768e-100
search_trends_hypoxemia,GA,20,0.7156375747343736,1.317181711648597e-99
search_trends_anosmia,AL,39,0.7144663521375624,4.8319855980919615e-99
search_trends_ageusia,AR,13,0.7077832217918419,4.068845318101601e-96
search_trends_hypogonadism,MN,48,0.7076034562583857,3.060919694537064e-96
search_trends_ageusia,IA,49,0.6927686575835297,6.164587209673612e-91
search_trends_ageusia,ID,48,0.687440648156662,5.704198251721088e-89
search_trends_dysgeusia,MN,48,0.6860866544127614,1.8951394750584367e-88
search_trends_dysgeusia,AZ,49,0.6848233389071804,4.227240150986373e-88
search_trends_hypoxemia,KS,48,0.6831370905961389,1.6531711546201128e-87
search_trends_hypoxemia,KY,49,0.6809916102205196,9.15411530721782e-87
search_trends_ageusia,CO,49,0.6790689064903925,4.208233738210423e-86
search_trends_hypoxemia,ID,23,0.6781039593316551,8.294719829750843e-83
search_trends_anosmia,CA,49,0.6743182596157906,1.7355004793922628e-84
search_trends_hypoxemia,IN,44,0.6695651543186776,6.985192138727662e-83
search_trends_hypoxemia,LA,2,0.667903552210795,1.914192207128188e-81
search_trends_eye_pain,CA,49,0.667021456641241,4.595782496365011e-82
search_trends_ageusia,FL,0,0.6597471515269598,1.403057439944384e-77
search_trends_anosmia,KY,49,0.6524575840197571,1.98717392827694e-77
search_trends_anosmia,MN,48,0.6499288104148074,1.4593648517560698e-76
search_trends_anosmia,IN,3,0.6470600676370544,2.1323108327274742e-75
search_trends_ageusia,MA,49,0.6317593873612679,2.900517469019706e-71
search_trends_anosmia,IA,0,0.6305009377482795,1.0369285922150844e-70
search_trends_ageusia,MI,49,0.6301010902786343,8.633176105889142e-71
search_trends_anosmia,AR,49,0.6292393083592895,1.51776731049386e-70
search_trends_eye_pain,FL,0,0.625598934699068,8.527420585038264e-69
search_trends_hypoxemia,FL,0,0.6212313360319095,4.2984853421431513e-66
search_trends_dysgeusia,KS,46,0.6207650716022586,3.6283483068276845e-68
search_trends_ageusia,GA,49,0.6205438355660722,4.0833763273842645e-68
search_trends_epiphora,ME,28,0.6204498155194131,2.0496993528623216e-61
search_trends_hypoxemia,MI,49,0.6172298470427491,3.289180271420034e-67
search_trends_dysgeusia,CO,49,0.6161211474182655,6.573641765407778e-67
search_trends_dysgeusia,IL,48,0.6124142173877987,6.92537385957853e-66
search_trends_hypoxemia,IA,47,0.603629769576758,2.8690339421675935e-63
search_trends_hypoxemia,IL,49,0.6018867363434404,3.754838366704345e-63
