abbr,feature,lag,best_corr,best_orig_corr,p_value
FL,search_trends_ageusia,0,0.6597471515269598,0.6597471515269598,1.4030574399443841e-77
FL,search_trends_eye_pain,0,0.625598934699068,0.625598934699068,8.527420585038264e-69
FL,search_trends_hypoxemia,0,0.6212313360319095,0.6212313360319095,4.298485342143151e-66
FL,search_trends_anosmia,15,0.5525088913145351,0.5525088913145351,1.519363213655975e-50
FL,search_trends_melena,49,0.5502528722506191,0.5502528722506191,5.450598018011464e-51
FL,search_trends_nausea,49,0.5109845086514362,0.5109845086514362,4.5656127787740556e-43
FL,search_trends_dysgeusia,0,0.48928680836058863,0.48928680836058863,6.176154619338712e-38
FL,search_trends_pericarditis,49,0.45785180101045725,0.45785180101045725,7.267956385824129e-34
FL,search_trends_bradycardia,0,0.43915474215992645,0.43915474215992645,1.1269845625163249e-30
FL,search_trends_sharp_pain,1,0.43668750820604496,0.43668750820604496,4.246029521228065e-30
FL,search_trends_palpitations,49,0.43615581840528395,0.43615581840528395,1.5060187531407877e-30
FL,search_trends_sinusitis,49,0.4237194407872466,0.4237194407872466,9.409583184550345e-29
FL,search_trends_clouding_of_consciousness,49,0.4220593598285357,0.4220593598285357,1.6131400723828962e-28
FL,search_trends_pyelonephritis,49,0.4199748077661824,0.4199748077661824,3.1607559811602633e-28
FL,search_trends_morning_sickness,11,0.38181925688747553,0.38181925688747553,4.6058904794914235e-22
FL,search_trends_lightheadedness,0,0.37347987204265143,0.37347987204265143,2.8934033210726756e-20
FL,search_trends_toothache,1,0.37286915639223056,0.37286915639223056,3.543610686635298e-21
FL,search_trends_cramp,0,0.3679161827618478,0.3679161827618478,8.046095100316122e-20
FL,search_trends_headache,0,0.3467296275584032,0.3467296275584032,7.61655518951059e-17
FL,search_trends_dystonia,42,0.34410387613735177,0.34410387613735177,6.823860708197405e-19
FL,search_trends_indigestion,4,0.33297515159609514,0.33297515159609514,2.0534102849386642e-17
FL,search_trends_otitis_externa,0,0.33241860655557304,0.33241860655557304,1.4988889462555818e-16
FL,search_trends_middle_back_pain,1,0.31031390202216785,0.31031390202216785,1.8021159974310266e-14
