abbr,feature,lag,best_corr,best_orig_corr,p_value
MA,search_trends_ageusia,49,0.6317593873612679,0.6317593873612679,2.900517469019706e-71
MA,search_trends_dysgeusia,49,0.5418565807993957,0.5418565807993957,3.3049654848211248e-49
MA,search_trends_erythema_chronicum_migrans,49,0.47376878208252265,-0.47376878208252265,1.871635816984238e-36
MA,search_trends_skin_rash,0,0.4627480572181407,0.4627480572181407,1.8329169942921962e-33
MA,search_trends_skin_condition,0,0.43376812169956225,0.43376812169956225,1.57501904789112e-27
MA,search_trends_telangiectasia,0,0.42220043075868885,0.42220043075868885,3.5254735960768828e-25
MA,search_trends_hypoxemia,49,0.41544007411250083,0.41544007411250083,1.3435112832968735e-27
MA,search_trends_avoidant_personality_disorder,0,0.40514055757654693,0.40514055757654693,9.351894515872143e-17
MA,search_trends_water_retention,0,0.4025533400691878,0.4025533400691878,1.340260991536229e-21
MA,search_trends_periorbital_puffiness,49,0.39380678545636116,0.39380678545636116,9.935224679259177e-25
MA,search_trends_palpitations,49,0.3877271011074733,0.3877271011074733,5.8357807971601275e-24
MA,search_trends_edema,0,0.3873166838373532,0.3873166838373532,9.102824843218953e-22
MA,search_trends_hives,0,0.3872878840067242,0.3872878840067242,4.1485920203175283e-22
MA,search_trends_burning_mouth_syndrome,13,0.3847494320559431,0.3847494320559431,5.708847251036862e-18
MA,search_trends_cardiac_arrest,49,0.3774691541206306,-0.3774691541206306,1.0654033738701918e-22
MA,search_trends_bells_palsy,49,0.37418619332872255,0.37418619332872255,2.6414272615696583e-22
MA,search_trends_grandiosity,49,0.3707583808565227,0.3707583808565227,6.741797031733071e-22
MA,search_trends_facial_nerve_paralysis,49,0.3702061991766649,0.3702061991766649,7.832024805796743e-22
MA,search_trends_pus,0,0.36351333102963546,0.36351333102963546,4.2291125994818936e-19
MA,search_trends_photodermatitis,1,0.3591591922105237,0.3591591922105237,3.094965522738964e-19
MA,search_trends_otitis,49,0.3569502469737183,-0.3569502469737183,2.6261437451632828e-20
MA,search_trends_cheilitis,0,0.3467089974150322,0.3467089974150322,1.6540642745753294e-14
MA,search_trends_food_intolerance,49,0.3423861486906321,0.3423861486906321,1.0338473835681116e-18
MA,search_trends_melasma,3,0.3255811569989536,0.3255811569989536,6.32952235088757e-14
MA,search_trends_angioedema,14,0.32386391182893937,0.32386391182893937,9.2587849587275e-16
MA,search_trends_anosmia,0,0.3204437396759487,0.3204437396759487,2.0034078550497479e-16
MA,search_trends_round_ligament_pain,49,0.3019557218360195,0.3019557218360195,1.049256542759836e-14
MA,search_trends_gout,0,0.30156828847438166,0.30156828847438166,6.744772353549351e-10
MA,search_trends_conjunctivitis,49,0.30047752222671215,-0.30047752222671215,1.4324331559104657e-14
