abbr,feature,lag,best_corr,best_orig_corr,p_value
IN,search_trends_ageusia,49,0.7561443593291418,0.7561443593291418,2.209394179792572e-117
IN,search_trends_hypoxemia,44,0.6695651543186776,0.6695651543186776,6.985192138727662e-83
IN,search_trends_anosmia,3,0.6470600676370544,0.6470600676370544,2.1323108327274745e-75
IN,search_trends_dysgeusia,49,0.5776267119971821,0.5776267119971821,3.620591527747869e-57
IN,search_trends_abdominal_obesity,1,0.5079208572751226,0.5079208572751226,3.2043996779448405e-38
IN,search_trends_underweight,0,0.46297456933508546,0.46297456933508546,6.191007230888198e-29
IN,search_trends_nasal_congestion,0,0.4455013933017743,0.4455013933017743,7.438820519706342e-22
IN,search_trends_water_retention,3,0.40331059934979335,0.40331059934979335,5.080848760271927e-22
IN,search_trends_eye_pain,49,0.40090568073840677,0.40090568073840677,1.19916971618242e-25
IN,search_trends_food_craving,1,0.3745375163405942,0.3745375163405942,4.027083327911343e-18
IN,search_trends_telangiectasia,2,0.3722460535822415,0.3722460535822415,3.972299178372521e-18
IN,search_trends_erythema_chronicum_migrans,1,0.3246931151274254,0.3246931151274254,3.281488850506553e-14
IN,search_trends_excessive_daytime_sleepiness,2,0.31423649313954694,0.31423649313954694,7.108775803343079e-13
IN,search_trends_edema,2,0.312244411059126,0.312244411059126,3.240327249485504e-13
IN,search_trends_compulsive_hoarding,42,0.3097283267549372,0.3097283267549372,2.3095244676385473e-15
IN,search_trends_gout,0,0.30519756412541055,0.30519756412541055,2.2508774464917992e-11
IN,search_trends_skin_condition,0,0.30410641644365877,0.30410641644365877,1.7567560842707717e-11
IN,search_trends_poor_posture,0,0.300624113477609,0.300624113477609,2.6688189390765357e-09
