abbr,feature,lag,best_corr,best_orig_corr,p_value
CT,search_trends_ageusia,0,0.5431508183673226,0.5431508183673226,4.390410184365274e-49
CT,search_trends_periorbital_puffiness,0,0.5131649932534501,0.5131649932534501,3.330468143642551e-43
CT,search_trends_skin_rash,47,0.46423981876479353,0.46423981876479353,7.223886566318763e-35
CT,search_trends_palpitations,44,0.44580823913349543,0.44580823913349543,6.08331803388034e-32
CT,search_trends_erythema_chronicum_migrans,46,0.44387281069083123,0.44387281069083123,1.0875235256329382e-31
CT,search_trends_hypoxemia,16,0.4420398736713238,0.4420398736713238,4.130405275906576e-31
CT,search_trends_dysgeusia,49,0.4105879842824262,0.4105879842824262,6.167733453469614e-27
CT,search_trends_allergy,47,0.40678998765945196,0.40678998765945196,2.0046891254407167e-26
CT,search_trends_cheilitis,29,0.40597521449641066,0.40597521449641066,3.626214330813736e-26
CT,search_trends_skin_condition,49,0.4049195749420287,-0.4049195749420287,3.546044366821626e-26
CT,search_trends_otitis,49,0.37295055482817363,-0.37295055482817363,3.7075799161090084e-22
CT,search_trends_telangiectasia,49,0.36704249441383807,-0.36704249441383807,1.8383801076679315e-21
CT,search_trends_bells_palsy,21,0.3652863629422728,0.3652863629422728,3.4281800990111414e-21
CT,search_trends_round_ligament_pain,49,0.36452023991742916,0.36452023991742916,3.605202785244252e-21
CT,search_trends_impetigo,49,0.3636727913470915,-0.3636727913470915,4.5146405635739706e-21
CT,search_trends_facial_nerve_paralysis,24,0.3585451969027717,0.3585451969027717,2.1982245597166793e-20
CT,search_trends_tinnitus,49,0.34914843276961727,0.34914843276961727,1.9238504117913108e-19
CT,search_trends_meningitis,0,0.33203174877776853,0.33203174877776853,1.6468481136836272e-17
CT,search_trends_edema,49,0.32106591477964846,-0.32106591477964846,1.5939333774249395e-16
CT,search_trends_dentin_hypersensitivity,23,0.31138094714431097,0.31138094714431097,1.5410802086038252e-15
CT,search_trends_sharp_pain,14,0.3098072315153084,0.3098072315153084,3.0340553195198207e-15
CT,search_trends_neck_pain,22,0.3070395306009492,0.3070395306009492,5.695334182899551e-15
CT,search_trends_food_intolerance,0,0.3064619928486265,0.3064619928486265,1.2063493093315737e-14
CT,search_trends_anal_fissure,18,0.30587154332955285,0.30587154332955285,9.57127991829652e-15
CT,search_trends_anosmia,0,0.3048359135368246,0.3048359135368246,8.932946759528475e-15
CT,search_trends_conjunctivitis,16,0.3015960652216778,0.3015960652216778,1.93362478964409e-14
