abbr,feature,lag,best_corr,best_orig_corr,p_value
AK,search_trends_acne,10,0.5373888823508779,0.5373888823508779,1.6239498551912834e-37
AK,search_trends_encephalopathy,8,0.4713710552919072,0.4713710552919072,3.0853236104343953e-30
AK,search_trends_neuralgia,8,0.4589982545678385,0.4589982545678385,7.228597189965823e-33
AK,search_trends_visual_acuity,10,0.4304093586144241,0.4304093586144241,8.412308410277603e-25
AK,search_trends_actinic_keratosis,4,0.4294266670888074,0.4294266670888074,1.862959136898946e-24
AK,search_trends_stuttering,8,0.41721434838514193,0.41721434838514193,2.900974643181058e-26
AK,search_trends_blushing,10,0.41204761372157156,0.41204761372157156,6.494430109819418e-25
AK,search_trends_attention_deficit_hyperactivity_disorder,3,0.4051607053124456,0.4051607053124456,2.939874865205677e-18
AK,search_trends_binge_eating,47,0.4049716957644698,0.4049716957644698,1.1513110956336323e-25
AK,search_trends_itch,4,0.3919360951348489,0.3919360951348489,1.3229570202603208e-19
AK,search_trends_shivering,32,0.38995790952984977,0.38995790952984977,1.2065100569344013e-21
AK,search_trends_melasma,4,0.3871289198990412,0.3871289198990412,2.05785596748993e-14
AK,search_trends_bruxism,4,0.38088449866657437,0.38088449866657437,3.729115012741241e-18
AK,search_trends_pleural_effusion,10,0.37810206559800985,0.37810206559800985,1.584921674448296e-18
AK,search_trends_lymphedema,4,0.3759225708319526,0.3759225708319526,9.277585279322595e-16
AK,search_trends_compulsive_hoarding,10,0.3674887014266691,0.3674887014266691,2.4028577577198346e-05
AK,search_trends_shyness,49,0.36002151505934227,-0.36002151505934227,1.1809067074640156e-20
AK,search_trends_hematochezia,8,0.35630675648028365,0.35630675648028365,3.43570936162084e-16
AK,search_trends_sinusitis,8,0.3481387051274935,0.3481387051274935,2.0055482595704795e-14
AK,search_trends_postural_orthostatic_tachycardia_syndrome,4,0.34406658956268654,0.34406658956268654,6.148226390140229e-14
AK,search_trends_chills,11,0.33699221712887584,0.33699221712887584,1.799501211605853e-17
AK,search_trends_hypermobility,12,0.3364754879629046,0.3364754879629046,6.601344166424068e-17
AK,search_trends_testicular_pain,27,0.33300794442496634,0.33300794442496634,2.0999439039750893e-13
AK,search_trends_self_harm,4,0.3290703569663515,0.3290703569663515,4.428951424567374e-13
AK,search_trends_sleep_deprivation,6,0.3176430439223051,0.3176430439223051,1.1452728250722501e-11
AK,search_trends_hay_fever,8,0.31481412935685604,0.31481412935685604,2.396358510970907e-14
AK,search_trends_hypoxemia,31,0.31186928038027645,0.31186928038027645,3.0531729103351635e-14
AK,search_trends_pleurisy,2,0.3079994750422002,0.3079994750422002,1.0884349656814287e-13
AK,search_trends_encephalitis,40,0.30150132097983906,0.30150132097983906,5.501903638609633e-13
AK,search_trends_weakness,14,0.3004610826139967,0.3004610826139967,8.426812744912871e-13
