abbr,feature,lag,best_corr,best_orig_corr,p_value
ID,search_trends_ageusia,48,0.687440648156662,0.687440648156662,5.704198251721088e-89
ID,search_trends_hypoxemia,23,0.6781039593316551,0.6781039593316551,8.294719829750843e-83
ID,search_trends_anosmia,48,0.5947843491000817,0.5947843491000817,3.5914470091678324e-61
ID,search_trends_abdominal_obesity,30,0.5215522877523968,0.5215522877523968,2.0978700022870744e-41
ID,search_trends_nasal_congestion,23,0.40401301426157255,0.40401301426157255,5.699997249866462e-22
ID,search_trends_urinary_urgency,48,0.35330130378167657,0.35330130378167657,6.802351945775927e-20
ID,search_trends_hay_fever,23,0.34701214174602474,0.34701214174602474,6.064071839858254e-18
ID,search_trends_skin_condition,30,0.34608582859313153,0.34608582859313153,2.998372377544543e-18
ID,search_trends_melasma,39,0.344890996693366,0.344890996693366,9.351479622829384e-18
ID,search_trends_skin_rash,18,0.34205718166526544,0.34205718166526544,1.3550657712365642e-17
ID,search_trends_bells_palsy,49,0.31029475799643597,0.31029475799643597,1.7523531846868553e-15
ID,search_trends_facial_nerve_paralysis,49,0.3049680474849704,0.3049680474849704,5.533233733409289e-15
ID,search_trends_food_craving,41,0.30315389625792877,0.30315389625792877,6.07804150956694e-14
ID,search_trends_impulsivity,18,0.3014158068472207,0.3014158068472207,1.1605382991141567e-10
