abbr,feature,lag,best_corr,best_orig_corr,p_value
GA,search_trends_hypoxemia,20,0.7156375747343736,0.7156375747343736,1.317181711648597e-99
GA,search_trends_ageusia,49,0.6205438355660722,0.6205438355660722,4.0833763273842645e-68
GA,search_trends_anosmia,17,0.5380591316056125,0.5380591316056125,2.6827220344461653e-48
GA,search_trends_eye_pain,49,0.5095952304627548,0.5095952304627548,8.341845812114601e-43
GA,search_trends_bradycardia,47,0.4816743731126272,0.4816743731126272,1.1215060784029579e-37
GA,search_trends_dysgeusia,49,0.46050495248623946,0.46050495248623946,2.749399169052387e-34
GA,search_trends_grandiosity,47,0.39715544319549234,0.39715544319549234,5.854913956817563e-25
GA,search_trends_nasal_congestion,47,0.37855557701600007,0.37855557701600007,1.1509369912319075e-22
GA,search_trends_pericarditis,47,0.3624743031640236,0.3624743031640236,1.0882601635296659e-20
GA,search_trends_palpitations,48,0.3619248314789377,0.3619248314789377,9.727706906025494e-21
GA,search_trends_stretch_marks,47,0.35210080030825974,0.35210080030825974,1.5732131887165808e-19
GA,search_trends_melena,0,0.32319767407037214,0.32319767407037214,2.1464385752572283e-16
GA,search_trends_hypoxia,4,0.32171601701396424,0.32171601701396424,1.5663806684391185e-16
GA,search_trends_clouding_of_consciousness,47,0.3096530167932326,0.3096530167932326,2.701247106407899e-15
