abbr,feature,lag,best_corr,best_orig_corr,p_value
CO,search_trends_ageusia,49,0.6790689064903925,0.6790689064903925,4.2082337382104225e-86
CO,search_trends_dysgeusia,49,0.6161211474182655,0.6161211474182655,6.573641765407778e-67
CO,search_trends_hypoxemia,49,0.4905896034270798,0.4905896034270798,2.4205283558794553e-39
CO,search_trends_skin_rash,45,0.46828223123521706,0.46828223123521706,3.15770395521681e-35
CO,search_trends_abdominal_obesity,3,0.4483144930430038,0.4483144930430038,1.4384411796012961e-23
CO,search_trends_anosmia,3,0.43723449436790596,0.43723449436790596,1.5754237894820136e-30
CO,search_trends_hives,23,0.4196873693256985,0.4196873693256985,5.7247628981870246e-27
CO,search_trends_impulsivity,9,0.41097574954076277,0.41097574954076277,9.33114341121241e-18
CO,search_trends_palpitations,48,0.4108163122858551,0.4108163122858551,8.042638587557089e-27
CO,search_trends_water_retention,3,0.39622183887656,0.39622183887656,5.451241853239573e-22
CO,search_trends_avoidant_personality_disorder,3,0.3769567867354166,0.3769567867354166,6.090470348723939e-12
CO,search_trends_bells_palsy,49,0.3749925742745912,0.3749925742745912,2.1154325469712757e-22
CO,search_trends_tachycardia,9,0.3725540030037622,0.3725540030037622,5.9601679073473656e-18
CO,search_trends_facial_nerve_paralysis,49,0.3712305438420622,0.3712305438420622,5.929405383689085e-22
CO,search_trends_wart,3,0.360528405291189,0.360528405291189,7.697133933749172e-15
CO,search_trends_conjunctivitis,49,0.3584310818808541,-0.3584310818808541,1.7882663417645462e-20
CO,search_trends_red_eye,46,0.3517799618025084,0.3517799618025084,1.2248278985601943e-19
CO,search_trends_hepatitis,5,0.3506811595381972,0.3506811595381972,1.0026820004164933e-18
CO,search_trends_melasma,3,0.33998310510954677,0.33998310510954677,1.1407249012454423e-14
CO,search_trends_bruxism,32,0.33547100389626305,0.33547100389626305,5.559154934264556e-18
CO,search_trends_allergic_conjunctivitis,23,0.33531837082770777,0.33531837082770777,1.4895239255270937e-16
CO,search_trends_pus,35,0.3349445576909613,0.3349445576909613,2.3789588183509152e-17
CO,search_trends_telangiectasia,21,0.3333986865413624,0.3333986865413624,2.2722108528118937e-15
CO,search_trends_photodermatitis,3,0.329677977921699,0.329677977921699,4.7632057529589205e-15
CO,search_trends_bloating,3,0.32098113410517104,0.32098113410517104,6.191699905824867e-11
CO,search_trends_pancreatitis,11,0.30609661441762737,0.30609661441762737,2.7188453555829755e-11
CO,search_trends_bacterial_vaginosis,3,0.30538144464900957,0.30538144464900957,4.235132671751784e-11
CO,search_trends_braxton_hicks_contractions,3,0.3044245092166075,0.3044245092166075,3.673236327934494e-10
CO,search_trends_erythema_chronicum_migrans,3,0.30251417969363703,0.30251417969363703,1.234493988850057e-13
CO,search_trends_impetigo,44,0.3016089089865446,0.3016089089865446,1.2278430666323452e-14
CO,search_trends_compulsive_hoarding,30,0.3001186038612287,0.3001186038612287,4.322729351023354e-13
