abbr,feature,lag,best_corr,best_orig_corr,p_value
AZ,search_trends_ageusia,49,0.8315204785712559,0.8315204785712559,5.657621124483216e-162
AZ,search_trends_hypoxemia,49,0.7360659025075205,0.7360659025075205,3.534225593071438e-108
AZ,search_trends_anosmia,49,0.7282211697937148,0.7282211697937148,8.292467781970009e-105
AZ,search_trends_dysgeusia,49,0.6848233389071804,0.6848233389071804,4.2272401509863725e-88
AZ,search_trends_grandiosity,49,0.4142645065923918,0.4142645065923918,1.9480437193938632e-27
AZ,search_trends_eye_pain,49,0.4096469696811803,0.4096469696811803,8.264963683991317e-27
AZ,search_trends_palpitations,49,0.3998899307792628,0.3998899307792628,1.6279543880179015e-25
AZ,search_trends_facial_nerve_paralysis,48,0.3877218109323465,0.3877218109323465,5.845282072426511e-24
AZ,search_trends_swollen_feet,1,0.3866430411907469,0.3866430411907469,1.6641281118855168e-21
AZ,search_trends_bells_palsy,49,0.3851761445183067,0.3851761445183067,1.2133196682935868e-23
AZ,search_trends_dandruff,49,0.3827251143890838,0.3827251143890838,2.4365625360451762e-23
AZ,search_trends_telangiectasia,1,0.3736389690290439,0.3736389690290439,2.6893551099664013e-20
AZ,search_trends_water_retention,1,0.3622044946273551,0.3622044946273551,3.95557383017403e-18
AZ,search_trends_bradycardia,46,0.3615027488441057,0.3615027488441057,8.051214714531803e-21
AZ,search_trends_actinic_keratosis,1,0.35228382543354775,0.35228382543354775,6.222593309138981e-19
AZ,search_trends_abdominal_obesity,1,0.33984977222127993,0.33984977222127993,1.1515531795833629e-14
AZ,search_trends_conjunctivitis,49,0.3391520293420869,-0.3391520293420869,2.2775075988710906e-18
AZ,search_trends_melasma,0,0.3349515416137986,0.3349515416137986,2.010910352622943e-16
AZ,search_trends_hives,0,0.326308481358544,0.326308481358544,1.4306343956400804e-16
AZ,search_trends_allergic_conjunctivitis,0,0.3135478126079185,0.3135478126079185,6.900346244285277e-15
