abbr,feature,lag,best_corr,best_orig_corr,p_value
KS,search_trends_ageusia,49,0.8397248324182346,0.8397248324182346,3.713942862941651e-168
KS,search_trends_anosmia,49,0.717661280789758,0.717661280789758,1.8771743766385312e-100
KS,search_trends_hypoxemia,48,0.6831370905961389,0.6831370905961389,1.6531711546201128e-87
KS,search_trends_dysgeusia,46,0.6207650716022586,0.6207650716022586,3.6283483068276857e-68
KS,search_trends_hives,49,0.509227630566915,-0.509227630566915,9.779633475750548e-43
KS,search_trends_abdominal_obesity,49,0.44382664694256463,-0.44382664694256463,1.0776758617623097e-31
KS,search_trends_skin_rash,49,0.4239477225863423,-0.4239477225863423,8.73527219497257e-29
KS,search_trends_edema,49,0.4188242595307675,-0.4188242595307675,4.572453561426751e-28
KS,search_trends_bells_palsy,47,0.40724629684745134,0.40724629684745134,1.7621738995259267e-26
KS,search_trends_erythema_chronicum_migrans,49,0.404591679189568,-0.404591679189568,3.919588302045433e-26
KS,search_trends_skin_condition,1,0.4039735629530641,0.4039735629530641,1.5480273295082255e-25
KS,search_trends_facial_nerve_paralysis,47,0.4009188091196979,0.4009188091196979,1.2541922115647644e-25
KS,search_trends_underweight,0,0.36992328808481906,0.36992328808481906,3.5533422646873866e-19
KS,search_trends_telangiectasia,49,0.3669327770409217,-0.3669327770409217,1.893270887284003e-21
KS,search_trends_water_retention,49,0.3643237585323756,-0.3643237585323756,3.798446032574361e-21
KS,search_trends_melasma,49,0.3386417611702647,-0.3386417611702647,2.577570514094864e-18
KS,search_trends_diarrhea,38,0.33468658926604933,0.33468658926604933,7.625423735647592e-18
KS,search_trends_aphonia,49,0.30279640992356316,-0.30279640992356316,8.783115382902659e-15
KS,search_trends_autoimmune_disease,0,0.301373451810829,0.301373451810829,1.2022017699494367e-13
