abbr,feature,lag,best_corr,best_orig_corr,p_value
MI,search_trends_ageusia,49,0.6301010902786343,0.6301010902786343,8.633176105889142e-71
MI,search_trends_hypoxemia,49,0.6172298470427491,0.6172298470427491,3.289180271420034e-67
MI,search_trends_dysgeusia,49,0.5864187586186814,0.5864187586186814,2.8072778210747456e-59
MI,search_trends_anosmia,0,0.5292268431594327,0.5292268431594327,2.6449455840083523e-36
MI,search_trends_avoidant_personality_disorder,5,0.5055242405930185,0.5055242405930185,4.0652402020065455e-15
MI,search_trends_burning_mouth_syndrome,12,0.49687865817014054,0.49687865817014054,3.901639483688312e-24
MI,search_trends_abdominal_obesity,1,0.49077422721525615,0.49077422721525615,4.0170521015377083e-16
MI,search_trends_nasal_congestion,0,0.4867693083111947,0.4867693083111947,1.0256873089062072e-05
MI,search_trends_wart,1,0.46227546070559605,0.46227546070559605,2.358452573922048e-17
MI,search_trends_skin_tag,0,0.4464376749864732,0.4464376749864732,1.904894814731476e-16
MI,search_trends_skin_rash,49,0.4420367421764133,-0.4420367421764133,2.0061424757120737e-31
MI,search_trends_hematoma,0,0.43709963793686324,0.43709963793686324,0.6966494981271406
MI,search_trends_impulsivity,10,0.43590822422611464,0.43590822422611464,1.9883104700518725e-16
MI,search_trends_dermatitis,27,0.43508061117495256,0.43508061117495256,3.277285479893772e-27
MI,search_trends_eye_pain,6,0.4225288252298913,0.4225288252298913,4.5914817447731046e-20
MI,search_trends_palpitations,49,0.40892628408958476,0.40892628408958476,1.033523695946128e-26
MI,search_trends_water_retention,0,0.4078336271673759,0.4078336271673759,7.648350879316499e-17
MI,search_trends_laryngitis,0,0.40608560517529135,0.40608560517529135,0.28465631603344776
MI,search_trends_bloating,2,0.39560147593313777,0.39560147593313777,1.1286012130682599e-08
MI,search_trends_aphonia,0,0.374229396371691,0.374229396371691,0.4614425168992179
MI,search_trends_hives,49,0.36822941977913426,-0.36822941977913426,1.336267999730716e-21
MI,search_trends_gout,0,0.36749254952058535,0.36749254952058535,6.448358090347214e-11
MI,search_trends_poor_posture,1,0.3554182001026185,0.3554182001026185,0.0011359083846254315
MI,search_trends_melasma,3,0.3529633234918458,0.3529633234918458,1.9346790432666362e-11
MI,search_trends_croup,1,0.3528823195548867,0.3528823195548867,0.8052142131016042
MI,search_trends_erythema_chronicum_migrans,48,0.35261737667066145,0.35261737667066145,8.94698168305995e-20
MI,search_trends_post_nasal_drip,0,0.3480547518930343,0.3480547518930343,0.0038660815010851247
MI,search_trends_tachycardia,17,0.34240450427068325,0.34240450427068325,9.49313222763195e-17
MI,search_trends_milium,3,0.33372943358391005,0.33372943358391005,4.128307336125055e-11
MI,search_trends_polyuria,25,0.3280462504310564,0.3280462504310564,8.648429982848346e-12
MI,search_trends_otitis,49,0.32795208151268007,-0.32795208151268007,3.26945995550684e-17
MI,search_trends_nasal_polyp,4,0.3279496447638891,0.3279496447638891,2.784419204293564e-07
MI,search_trends_clouding_of_consciousness,17,0.3275540614643586,0.3275540614643586,5.164272126122851e-14
MI,search_trends_underweight,0,0.32712970692175747,0.32712970692175747,2.474333839726287e-10
MI,search_trends_telangiectasia,0,0.3194814469016704,0.3194814469016704,1.2418202661242705e-11
MI,search_trends_pyelonephritis,10,0.31931469795120826,0.31931469795120826,2.4396465776136973e-07
MI,search_trends_blushing,0,0.31774963856534977,0.31774963856534977,1.117663599204871e-06
MI,search_trends_cheilitis,0,0.31369081466245624,0.31369081466245624,0.0001808631122864047
MI,search_trends_eczema,27,0.3131363513361848,0.3131363513361848,2.829715281308911e-13
MI,search_trends_hemoptysis,0,0.31297230032260276,0.31297230032260276,0.15980654347091608
MI,search_trends_photodermatitis,17,0.310497444159762,0.310497444159762,5.478452003258855e-14
MI,search_trends_polydipsia,46,0.3025913594592826,0.3025913594592826,4.5724997282644e-14
MI,search_trends_edema,1,0.3020551699879179,0.3020551699879179,2.7374909951964645e-12
