feature,abbr,lag,best_orig_corr,p_value
new_hospitalized_patients,VA,46,0.8087324089039255,5.61716748783752e-145
new_hospitalized_patients,FL,0,0.8046952439741109,1.3668370122618185e-140
current_hospitalized_patients,FL,0,0.7782258356979979,2.8108781483939337e-125
current_intensive_care_patients,NE,1,0.7637900783088152,4.12475787409064e-112
current_hospitalized_patients,NE,0,0.7631574927777296,8.675347320741753e-114
current_intensive_care_patients,FL,0,0.759152247361463,5.774331273202446e-116
current_hospitalized_patients,VA,46,0.7381330331094349,5.648937262504117e-108
current_ventilator_patients,MT,49,0.7328551389235312,3.050674288413835e-99
new_hospitalized_patients,MA,49,0.717721675343845,1.7748728409664146e-100
current_intensive_care_patients,VA,45,0.7101577615636286,3.0323048330340127e-96
current_ventilator_patients,SD,49,0.6973137532930376,4.4640403203399976e-86
cumulative_hospitalized_patients,OR,6,0.696785828801322,3.5104400288627586e-59
current_hospitalized_patients,WA,44,0.6768119869505558,3.4337046879892043e-84
current_intensive_care_patients,WA,44,0.6703714054688621,4.845353377209888e-82
cumulative_hospitalized_patients,VT,0,0.6688127808315759,4.549999917028697e-50
cumulative_hospitalized_patients,HI,14,0.6607711856127727,7.635127721972927e-56
current_intensive_care_patients,VT,0,0.6604447567000061,1.7942490010485809e-47
current_hospitalized_patients,WI,0,0.6546605827127645,2.397963573783561e-71
cumulative_hospitalized_patients,AK,0,0.6535928570849918,3.511752442858055e-31
current_intensive_care_patients,WY,5,0.6522874695584349,9.554951712011248e-51
current_ventilator_patients,NY,46,0.6509643492826394,4.036610462659811e-72
current_hospitalized_patients,WY,5,0.6491051933840133,1.6074150396767764e-51
cumulative_hospitalized_patients,ME,0,0.6374583054805081,2.97982871315898e-30
current_intensive_care_patients,RI,49,0.6365596504282408,3.0806556446418317e-68
cumulative_hospitalized_patients,WV,0,0.6356272744225824,2.1073066197052528e-35
current_intensive_care_patients,NH,0,0.6257201537419608,1.4346050371616974e-46
new_hospitalized_patients,WI,44,0.6255092469571204,8.66329834244164e-65
current_intensive_care_patients,WI,0,0.620430185736063,2.3344546996005578e-56
cumulative_hospitalized_patients,WY,2,0.6181789389226955,2.01193955316236e-33
current_ventilator_patients,KS,49,0.6163683390762437,2.1507323590250283e-62
current_hospitalized_patients,ME,0,0.6157030323571686,1.970601140970698e-26
current_hospitalized_patients,IN,49,0.6102259646249331,1.1246880717999649e-61
current_hospitalized_patients,NH,0,0.6057224310541813,3.3067136295306266e-39
current_hospitalized_patients,WV,0,0.5977669239303314,4.9849748871153565e-49
current_intensive_care_patients,UT,1,0.5962176566489346,7.91050929890377e-48
current_hospitalized_patients,VT,0,0.5937123884839874,1.3834662129653698e-32
current_intensive_care_patients,NM,0,0.5927554134582897,5.03348675444835e-55
cumulative_hospitalized_patients,MT,0,0.5906017919495883,6.42151920034759e-18
current_intensive_care_patients,CT,49,0.5887398730674273,2.544311914974246e-56
current_hospitalized_patients,NM,0,0.5886178260690126,3.514865825120042e-55
current_ventilator_patients,MA,49,0.5862690685016652,3.0532256528435785e-59
current_intensive_care_patients,ND,0,0.5854284128621223,2.660261623955077e-51
current_hospitalized_patients,KS,49,0.5837647820319376,1.2280417893819347e-54
current_hospitalized_patients,NJ,0,0.5832125001904855,1.1636734327530698e-56
current_intensive_care_patients,MT,6,0.582612113620508,3.3016679405996675e-25
current_ventilator_patients,OH,49,0.5806745459378535,4.8955198625292155e-54
new_hospitalized_patients,UT,3,0.5786810999681951,2.715134001969721e-45
current_intensive_care_patients,PA,1,0.5778936195294033,1.9482980555832027e-49
current_hospitalized_patients,UT,1,0.5694695716368098,2.9014726735586065e-48
current_hospitalized_patients,MT,11,0.5690665006698336,1.365972576036174e-31
